Player,Pos,Ht,Wt
Rickey Green,G,182.88,77.11
Sean Green,G-F,195.58,95.25
Si Green,G-F,187.96,83.91
Sidney Green,F-C,205.74,99.79
Steve Green,F,200.66,99.79
Taurean Green,G,182.88,80.29
Tommie Green,G,187.96,83.91
Willie Green,G,193.04,90.72
Donté Greene,F,210.82,102.51
Orien Greene,G,193.04,94.35
Jerry Greenspan,F,195.58,88.45
Dave Greenwood,F-C,205.74,100.7
Hal Greer*,G-F,187.96,79.38
Lynn Greer,G,187.96,79.38
Gary Gregor,F-C,200.66,102.06
Claude Gregory,F,203.2,92.99
John Greig,F,200.66,97.52
Norm Grekin,F,195.58,81.65
Kevin Grevey,G-F,195.58,95.25
Dennis Grey,F-C,203.2,97.52
Adrian Griffin,G-F,195.58,98.43
Blake Griffin,F,205.74,113.4
Eddie Griffin,F-C,208.28,99.79
Greg Griffin,F,200.66,86.18
Paul Griffin,F-C,205.74,92.99
Taylor Griffin,F,200.66,107.95
Darrell Griffith,G,193.04,86.18
Chuck Grigsby,G,195.58,86.18
Derek Grimm,F,205.74,104.33
Woody Grimshaw,G,185.42,83.91
Dick Groat,G,180.34,81.65
Bob Gross,G-F,198.12,90.72
Mike Grosso,C,205.74,104.33
Jerry Grote,G,193.04,97.52
Alex Groza,C,200.66,98.88
Dick Grubar,G,193.04,83.46
Anthony Grundy,G,190.5,81.65
Ernie Grunfeld,G-F,198.12,95.25
Gene Guarilia,F,195.58,99.79
Pétur Guðmundsson,C,218.44,117.93
Marko Guduric,G,198.12,91.17
Richie Guerin*,G,193.04,88.45
Tom Gugliotta,F,208.28,108.86
Andrés Guibert,F-C,208.28,102.06
Jay Guidinger,C,208.28,115.67
Coulby Gunther,F,193.04,86.18
Dave Gunther,F,200.66,86.18
Al Guokas,G-F,195.58,90.72
Matt Guokas,F,190.5,88.45
Matt Guokas,G-F,195.58,79.38
Jorge Gutiérrez,G,190.5,86.64
Kyle Guy,G,185.42,77.11
A.J. Guyton,G,185.42,81.65
Max Zaslofsky,G-F,187.96,77.11
Zeke Zawoluk,F-C,200.66,97.52
Cody Zeller,F-C,213.36,108.86
Dave Zeller,G,185.42,79.38
Gary Zeller,G,190.5,92.99
Harry Zeller,F-C,193.04,95.25
Luke Zeller,C,210.82,111.13
Tyler Zeller,F-C,213.36,114.76
Tony Zeno,F,203.2,95.25
Phil Zevenbergen,C,208.28,104.33
Wang Zhizhi,C,213.36,115.67
George Zídek,C,213.36,113.4
Derrick Zimmerman,G,190.5,88.45
Stephen Zimmerman,C,213.36,108.86
Paul Zipser,G-F,203.2,97.52
Ante Žižić,F-C,208.28,115.21
Jim Zoet,C,215.9,108.86
Bill Zopf,G,185.42,77.11
Ivica Zubac,C,213.36,108.86
Matt Zunic,G-F,190.5,88.45
Chris Babb,G,195.58,102.06
Luke Babbitt,F,205.74,102.06
Miloš Babić,F-C,213.36,108.86
Johnny Bach,G-F,187.96,81.65
Dwayne Bacon,G,198.12,100.24
Henry Bacon,G,190.5,92.99
Jim Baechtold,G-F,193.04,92.99
Dalibor Bagarić,C,215.9,115.67
John Bagley,G,182.88,83.91
Marvin Bagley,F,210.82,108.86
Carl Bailey,C,213.36,95.25
Gus Bailey,G-F,195.58,83.91
James Bailey,F-C,205.74,99.79
Thurl Bailey,F-C,210.82,97.52
Toby Bailey,G,198.12,96.62
Cameron Bairstow,F-C,205.74,113.4
Jimmie Baker,F,205.74,99.79
LaMark Baker,G,185.42,79.38
Maurice Baker,G,185.42,79.38
Norm Baker,G,182.88,81.65
Ron Baker,G,193.04,99.79
Vin Baker,F,210.82,105.23
Wade Baldwin,G,193.04,90.72
Renaldo Balkman,F,203.2,94.35
Cedric Ball,F,203.2,95.25
Lonzo Ball,G,198.12,86.18
Greg Ballard,F,200.66,97.52
Herschel Baltimore,F,193.04,88.45
Mohamed Bamba,C,213.36,109.32
Gene Banks,G-F,200.66,97.52
Marcus Banks,G,187.96,90.72
Walker Banks,C,208.28,92.99
Ken Bannister,F-C,205.74,106.59
Mike Bantom,F-C,205.74,90.72
John Barber,F,198.12,95.25
Leandro Barbosa,G,190.5,88.0
Steve Bardo,G,195.58,86.18
J.J. Barea,G,177.8,83.91
Andrea Bargnani,F-C,213.36,111.13
Cliff Barker,G,187.96,83.91
Tom Barker,F-C,210.82,102.06
Charles Barkley*,F,198.12,114.31
Erick Barkley,G,185.42,80.29
Don Barksdale*,F-C,198.12,90.72
Harrison Barnes,F,203.2,102.06
Harry Barnes,F,190.5,92.99
Jim Barnes,F-C,203.2,95.25
Marvin Barnes,F-C,203.2,95.25
Matt Barnes,F,200.66,102.51
Dick Barnett,G-F,193.04,86.18
Jim Barnett,G-F,193.04,77.11
Nathaniel Barnett,G,190.5,79.38
John Barnhill,G,185.42,81.65
Norton Barnhill,G,193.04,92.99
Leo Barnhorst,G-F,193.04,86.18
John Barr,F,190.5,92.99
Mike Barr,G,190.5,81.65
Moe Barr,G,193.04,88.45
Andre Barrett,G,177.8,78.02
Ernie Barrett,G-F,190.5,81.65
Mike Barrett,G,187.96,70.31
RJ Barrett,G-F,198.12,91.63
Earl Barron,C,213.36,113.4
Dana Barros,G,180.34,73.94
Brent Barry,G,198.12,83.91
Drew Barry,G,195.58,86.64
Jon Barry,G,193.04,88.45
Rick Barry*,F,200.66,92.99
Ed Bartels,F,195.58,88.45
Vic Bartolome,C,213.36,104.33
Will Barton,G,195.58,79.38
Eddie Basden,G,195.58,97.52
Jerry Baskerville,F,200.66,86.18
Brandon Bass,F,203.2,113.4
Tim Bassett,F-C,203.2,102.06
Maceo Baston,F,205.74,97.52
Mengke Bateer,C,210.82,131.54
Billy Ray Bates,G,193.04,95.25
Keita Bates-Diop,F,203.2,103.87
Esteban Batista,F-C,208.28,122.47
Mike Batiste,F,203.2,102.06
Tony Battie,F-C,210.82,104.33
Shane Battier,F,203.2,99.79
John Battle,G,187.96,79.38
Kenny Battle,F,198.12,95.25
Dave Batton,C,208.28,108.86
Lloyd Batts,G-F,193.04,83.91
Nicolas Batum,G-F,205.74,90.72
Johnny Baum,F,195.58,90.72
Frankie Baumholtz,G,177.8,77.11
Lonny Baxter,F,203.2,117.93
Jerryd Bayless,G,190.5,90.72
Elgin Baylor*,F,195.58,102.06
Howard Bayne,F,198.12,106.59
Aron Baynes,C,208.28,117.93
Sergei Bazarevich,G,187.96,76.2
Kent Bazemore,G-F,193.04,88.45
Darius Bazley,F,203.2,94.35
Ed Beach,F,190.5,90.72
Bradley Beal,G,190.5,93.89
Al Beard,C,205.74,90.72
Butch Beard,G,190.5,83.91
Ralph Beard,G,177.8,79.38
Charles Beasley,G-F,195.58,86.18
Jerome Beasley,F,208.28,107.5
John Beasley,F-C,205.74,102.06
Malik Beasley,G,193.04,89.81
Michael Beasley,F,205.74,106.59
Zelmo Beaty*,C,205.74,102.06
Rodrigue Beaubois,G,182.88,77.11
Byron Beck,F-C,205.74,102.06
Corey Beck,G,185.42,86.18
Ernie Beck,G-F,193.04,86.18
Arthur Becker,F,200.66,92.99
Moe Becker,G-F,185.42,83.91
Bob Bedell,F,200.66,92.99
William Bedford,C,213.36,102.06
Hank Beenders,F-C,198.12,83.91
Ron Behagen,F-C,205.74,83.91
Elmer Behnke,C,200.66,95.25
Marco Belinelli,G-F,195.58,95.25
Charlie Bell,G,190.5,90.72
Dennis Bell,F,195.58,83.91
Jordan Bell,F,203.2,97.98
Raja Bell,G,195.58,92.53
Troy Bell,G,185.42,81.65
Whitey Bell,G,182.88,81.65
Walt Bellamy*,C,210.82,102.06
DeAndre' Bembry,F,195.58,95.25
Irv Bemoras,G-F,190.5,83.91
Leon Benbow,G,193.04,83.91
Dragan Bender,F,213.36,102.06
Jonathan Bender,F,210.82,91.63
Jerrelle Benimon,F,203.2,111.13
Benoit Benjamin,C,213.36,113.4
Corey Benjamin,G,198.12,90.72
Anthony Bennett,F,203.2,111.13
Elmer Bennett,G,182.88,77.11
Mario Bennett,F,198.12,106.59
Mel Bennett,F,200.66,90.72
Spider Bennett,G,190.5,86.18
Tony Bennett,G,182.88,79.38
Winston Bennett,F,200.66,95.25
David Benoit,F,203.2,99.79
Keith Benson,C,210.82,108.86
Kent Benson,C,208.28,106.59
Ben Bentil,F,205.74,106.59
Gene Berce,G-F,180.34,79.38
Gary Bergen,C,203.2,95.25
Larry Bergh,F,203.2,95.25
Ricky Berry,F,203.2,92.99
Walter Berry,F,203.2,97.52
Dairis Bertāns,G,193.04,90.72
Dāvis Bertāns,F,208.28,102.06
Del Beshore,G,180.34,74.84
Travis Best,G,180.34,82.55
Patrick Beverley,G,185.42,83.91
Sim Bhullar,C,226.06,163.29
Wesley Bialosuknia,G,187.96,83.91
Al Bianchi,G,190.5,83.91
Hank Biasatti,G,180.34,79.38
Henry Bibby,G,185.42,83.91
Mike Bibby,G,185.42,86.18
Ed Biedenbach,G,185.42,79.38
Andris Biedriņš,C,210.82,108.86
Don Bielke,C,200.66,108.86
Bob Bigelow,G-F,200.66,97.52
Lionel Billingy,F-C,205.74,97.52
Chauncey Billups,G,190.5,91.63
Dave Bing*,G,190.5,81.65
Joe Binion,F,203.2,106.59
Khem Birch,F-C,205.74,105.69
Jabari Bird,G,198.12,89.81
Jerry Bird,F,198.12,95.25
Larry Bird*,F,205.74,99.79
Otis Birdsong,G,190.5,86.18
Gale Bishop,F,190.5,88.45
Goga Bitadze,C,210.82,111.13
Bismack Biyombo,F-C,203.2,115.67
Nemanja Bjelica,F,208.28,106.59
Uwe Blab,C,215.9,114.31
Charlie Black,F-C,195.58,90.72
Norman Black,G,195.58,83.91
Tarik Black,F-C,205.74,113.4
Tom Black,C,208.28,99.79
Rolando Blackman,G,198.12,86.18
Alex Blackwell,F,198.12,113.4
Cory Blackwell,F,198.12,95.25
James Blackwell,G,182.88,86.18
Nate Blackwell,G,193.04,77.11
DeJuan Blair,F-C,200.66,122.47
Steve Blake,G,190.5,78.02
Antonio Blakeney,G,193.04,87.09
Will Blalock,G,182.88,92.99
George Blaney,G,185.42,79.38
Lance Blanks,G,193.04,86.18
Ricky Blanton,F,200.66,97.52
Andray Blatche,F,210.82,106.59
Mookie Blaylock,G,182.88,81.65
Eric Bledsoe,G,185.42,92.99
Leon Blevins,G,187.96,72.57
John Block,F-C,205.74,93.89
Mike Bloom,F-C,198.12,86.18
Jaron Blossomgame,F,203.2,99.79
Corie Blount,F,205.74,108.86
Mark Blount,C,213.36,104.33
Vander Blue,G,193.04,90.72
Ray Blume,G,193.04,83.91
Nelson Bobb,G,182.88,77.11
Tony Bobbitt,G,193.04,86.18
Bucky Bockhorn,G,193.04,90.72
Tom Boerwinkle,C,213.36,120.2
Keith Bogans,G-F,195.58,97.52
Bogdan Bogdanović,G,198.12,99.79
Bojan Bogdanović,G-F,203.2,97.98
Muggsy Bogues,G,160.02,61.69
Andrew Bogut,C,213.36,117.93
Etdrick Bohannon,F,205.74,99.79
Manute Bol,C,231.14,90.72
Jonah Bolden,F,203.2,99.79
Marques Bolden,C,210.82,111.13
Bill Bolger,F,195.58,92.99
Joel Bolomboy,F,205.74,106.59
Doug Bolstorff,G,193.04,88.45
George Bon Salle,F,203.2,99.79
Phil Bond,G,187.96,79.38
Walter Bond,G,195.58,90.72
Jordan Bone,G,190.5,81.19
Dexter Boney,G,193.04,83.91
Isaac Bonga,G,203.2,81.65
Ron Bonham,F,195.58,87.09
Anthony Bonner,F,203.2,97.52
Matt Bonner,F,208.28,106.59
Butch Booker,C,208.28,104.33
Devin Booker,G,195.58,95.25
Melvin Booker,G,185.42,83.91
Trevor Booker,F,203.2,103.42
Josh Boone,F-C,208.28,107.5
Ron Boone,G-F,187.96,90.72
Calvin Booth,C,210.82,104.33
Keith Booth,F,198.12,102.51
Bob Boozer,F,203.2,97.52
Carlos Boozer,F-C,205.74,117.03
Curtis Borchardt,C,213.36,108.86
Jake Bornheimer,F-C,195.58,90.72
Lazaro Borrell,F,203.2,99.79
Ike Borsavage,F-C,203.2,99.79
Vince Boryla,F,195.58,95.25
Chris Bosh,F-C,210.82,106.59
Jim Bostic,F,200.66,102.06
Lawrence Boston,F,203.2,102.06
Tom Boswell,F-C,205.74,99.79
Chris Boucher,F,205.74,90.72
Ruben Boumtje-Boumtje,C,213.36,116.57
Don Boven,G-F,193.04,95.25
Cal Bowdler,F,208.28,111.13
Brian Bowen,F,198.12,86.18
Bruce Bowen,F,200.66,83.91
Ryan Bowen,F,200.66,97.52
Tommie Bowens,F-C,203.2,99.79
Anthony Bowie,G-F,198.12,86.18
Sam Bowie,F-C,215.9,106.59
Orbie Bowling,C,208.28,97.52
Ira Bowman,G,195.58,88.45
Ky Bowman,G,185.42,82.1
Nate Bowman,C,208.28,104.33
Donnie Boyce,G,195.58,88.9
Dennis Boyd,G,185.42,79.38
Freddie Boyd,G,187.96,81.65
Ken Boyd,F,195.58,88.45
Earl Boykins,G,165.1,61.23
Harry Boykoff,C,208.28,102.06
Winford Boynes,G-F,198.12,83.91
Cedric Bozeman,G,198.12,93.89
Steve Bracey,G,185.42,79.38
Craig Brackins,F,208.28,104.33
Gary Bradds,F,203.2,95.25
Alex Bradley,F,198.12,97.52
Alonzo Bradley,F,198.12,86.18
Avery Bradley,G,190.5,81.65
Bill Bradley,G,180.34,74.84
Bill Bradley*,G-F,195.58,92.99
Charles Bradley,G,195.58,97.52
Dudley Bradley,G-F,198.12,88.45
Jim Bradley,F,203.2,97.52
Joe Bradley,G,190.5,79.38
Michael Bradley,F-C,208.28,111.13
Shawn Bradley,C,228.6,106.59
Tony Bradley,F-C,208.28,112.49
Mark Bradtke,F-C,208.28,120.2
Marques Bragg,F,203.2,104.33
Torraye Braggs,F,203.2,111.13
A.J. Bramlett,C,208.28,102.97
Adrian Branch,G-F,200.66,83.91
Elton Brand,F,203.2,124.74
Terrell Brandon,G,180.34,81.65
Bob Brannum,F-C,195.58,97.52
Brad Branson,F-C,208.28,99.79
Jesse Branson,F,200.66,88.45
Jarrell Brantley,F,195.58,113.4
Jim Brasco,G,185.42,77.11
Mike Bratz,G,187.96,83.91
Carl Braun*,G-F,195.58,81.65
Ignas Brazdeikis,F,198.12,97.98
Tim Breaux,F,200.66,97.52
J.R. Bremer,G,187.96,83.91
Pete Brennan,F,198.12,92.99
Tom Brennan,F,190.5,88.45
Randy Breuer,C,220.98,104.33
Corey Brewer,G-F,205.74,84.37
Jamison Brewer,G,193.04,83.46
Jim Brewer,F-C,205.74,95.25
Ron Brewer,G,193.04,81.65
Ronnie Brewer,G-F,200.66,99.79
Primož Brezec,C,218.44,114.31
Frankie Brian,G,185.42,81.65
Frank Brickowski,F-C,205.74,108.86
Junior Bridgeman,G-F,195.58,95.25
Bill Bridges,F-C,198.12,103.42
Mikal Bridges,G,198.12,95.25
Miles Bridges,G-F,198.12,102.06
Al Brightman,F,187.96,88.45
Aud Brindley,F,193.04,79.38
Isaiah Briscoe,G,190.5,97.52
John Brisker,G-F,195.58,95.25
Oshae Brissett,F,200.66,95.25
Allan Bristow,G-F,200.66,95.25
Tyrone Britt,G,193.04,86.18
Wayman Britt,G,187.96,83.91
Mike Brittain,C,213.36,106.59
Dave Britton,G,193.04,81.65
Jon Brockman,F,200.66,115.67
Ryan Broekhoff,F,198.12,97.52
Jim Brogan,G,193.04,83.91
Malcolm Brogdon,G,195.58,103.87
Gary Brokaw,G,193.04,80.74
Price Brookfield,G-F,193.04,83.91
Clarence Brookins,F,193.04,86.18
Aaron Brooks,G,182.88,73.03
Dillon Brooks,G-F,200.66,99.79
Kevin Brooks,F,198.12,90.72
MarShon Brooks,G-F,195.58,90.72
Michael Brooks,F,200.66,99.79
Scott Brooks,G,180.34,74.84
Andre Brown,F,205.74,111.13
Anthony Brown,G-F,200.66,95.25
Bob Brown,F,193.04,92.99
Bobby Brown,G,187.96,79.38
Bruce Brown,G,193.04,91.63
Charlie Brown,G,198.12,90.26
Chucky Brown,F,200.66,97.07
Damone Brown,F,205.74,90.72
Darrell Brown,F,187.96,79.38
Dee Brown,G,185.42,72.57
Dee Brown,G,182.88,83.91
Derrick Brown,F,200.66,102.06
Devin Brown,G,195.58,99.79
Ernest Brown,C,213.36,110.68
Fred Brown,G,190.5,82.55
George Brown,F,198.12,86.18
Gerald Brown,G,193.04,95.25
Harold Brown,G,182.88,70.31
Jabari Brown,G,193.04,97.52
Jaylen Brown,G-F,198.12,101.15
John Brown,F,200.66,99.79
Kedrick Brown,G,200.66,100.7
Kwame Brown,F,210.82,122.47
Larry Brown*,G,175.26,72.57
Leon Brown,F,190.5,86.18
Lewis Brown,C,210.82,102.06
Lorenzo Brown,G,195.58,85.73
Marcus Brown,G,190.5,83.91
Markel Brown,G,190.5,86.18
Mike Brown,F-C,205.74,116.57
Moses Brown,C,218.44,111.13
Myron Brown,G,190.5,81.65
P.J. Brown,F-C,210.82,102.06
Randy Brown,G,187.96,86.18
Raymond Brown,F,203.2,99.79
Rickey Brown,F-C,208.28,97.52
Roger Brown*,G-F,195.58,92.99
Roger Brown,C,210.82,102.06
Shannon Brown,G,193.04,92.99
Stan Brown,F,190.5,90.72
Sterling Brown,G,195.58,105.23
Tierre Brown,G,187.96,85.73
Tony Brown,G-F,198.12,83.91
Troy Brown,G-F,198.12,97.52
Jim Browne,C,208.28,106.59
Stanley Brundy,F,198.12,95.25
Brian Brunkhorst,F,198.12,94.35
George Bruns,G,182.88,72.57
Jalen Brunson,G,185.42,86.18
Rick Brunson,G,193.04,86.18
Nicolás Brussino,G-F,200.66,88.45
Em Bryant,G,185.42,79.38
Joe Bryant,F-C,205.74,83.91
Kobe Bryant*,G-F,198.12,96.16
Mark Bryant,F-C,205.74,111.13
Thomas Bryant,C,208.28,112.49
Wallace Bryant,C,213.36,111.13
Torgeir Bryn,C,205.74,113.4
George Bucci,G,190.5,90.72
Joe Buckhalter,F,200.66,95.25
Steve Bucknall,G,198.12,97.52
Cleveland Buckner,F-C,205.74,95.25
Greg Buckner,G,193.04,95.25
Quinn Buckner,G,190.5,86.18
Dave Budd,F,198.12,92.99
Chase Budinger,F,200.66,94.8
Walt Budko,F-C,195.58,99.79
Jud Buechler,G-F,198.12,99.79
Rodney Buford,G-F,195.58,85.73
Matt Bullard,F,208.28,97.52
Reggie Bullock,G-F,198.12,90.72
Larry Bunce,C,213.36,108.86
Greg Bunch,F,198.12,86.18
Dick Bunt,G,182.88,77.11
Bill Buntin,F-C,200.66,113.4
Bill Bunting,F-C,203.2,90.72
Ticky Burden,G,187.96,83.91
Pat Burke,F-C,210.82,113.4
Trey Burke,G,182.88,79.38
Roger Burkman,G,195.58,79.38
Alec Burks,G,198.12,97.07
Antonio Burks,G,185.42,90.72
Kevin Burleson,G,190.5,92.99
Tom Burleson,C,218.44,102.06
Jack Burmaster,G,190.5,86.18
David Burns,G,187.96,81.65
Evers Burns,F,203.2,117.93
Jim Burns,G,190.5,88.45
Scott Burrell,G-F,200.66,98.88
Art Burris,F,195.58,99.79
Junior Burrough,F,203.2,109.77
Bob Burrow,F-C,200.66,103.42
Deonte Burton,G,193.04,108.86
Ed Burton,F,198.12,102.06
Willie Burton,G-F,203.2,95.25
Steve Burtt,G,187.96,83.91
Don Buse,G,193.04,86.18
David Bustion,F,203.2,97.52
Donnie Butcher,G,187.96,90.72
Al Butler,G,187.96,79.38
Caron Butler,F,200.66,103.42
Greg Butler,C,210.82,108.86
Jackie Butler,F-C,208.28,113.4
Jimmy Butler,G-F,200.66,104.33
Mike Butler,G,187.96,77.11
Mitchell Butler,G-F,195.58,95.25
Rasual Butler,G-F,200.66,97.52
Dwight Buycks,G,190.5,86.18
Derrick Byars,F,200.66,99.79
Andrew Bynum,C,213.36,129.27
Will Bynum,G,182.88,83.91
Walter Byrd,F,200.66,92.99
Marty Byrnes,F,200.66,97.52
Tommy Byrnes,G-F,190.5,79.38
Michael Bytzura,F,185.42,77.11
Sheldon Mac,G,195.58,90.72
Todd MacCulloch,C,213.36,127.01
Ronnie MacGilvray,G,187.96,83.91
Don MacLean,F,208.28,106.59
Mike Macaluso,F,195.58,95.25
Ed Macauley*,F-C,203.2,83.91
Scott Machado,G,185.42,92.99
Arvydas Macijauskas,G,193.04,97.07
Ollie Mack,G,190.5,83.91
Sam Mack,G-F,200.66,99.79
Shelvin Mack,G,190.5,92.08
Malcolm Mackey,F-C,205.74,112.49
Rudy Macklin,G-F,200.66,92.99
Vernon Macklin,F,208.28,102.97
Johnny Macknowski,G-F,182.88,81.65
Daryl Macon,G,187.96,83.91
Mark Macon,G,195.58,83.91
J.P. Macura,G,195.58,92.99
Kyle Macy,G,190.5,79.38
Jack Maddox,G-F,190.5,83.91
Tito Maddox,G,193.04,86.18
Gerald Madkins,G,193.04,90.72
Mark Madsen,F,205.74,108.86
Norm Mager,F,195.58,83.91
Josh Magette,G,185.42,72.57
Corey Maggette,F,198.12,98.88
Dave Magley,F,203.2,91.63
Jamaal Magloire,C,210.82,117.48
Randolph Mahaffey,F,200.66,95.25
Ian Mahinmi,C,210.82,118.84
John Mahnken,C,203.2,99.79
Brian Mahoney,G,190.5,79.38
Mo Mahoney,F,187.96,92.99
Rick Mahorn,F-C,208.28,108.86
Dan Majerle,G-F,198.12,97.52
Renaldo Major,F,200.66,90.72
Thon Maker,F-C,213.36,100.24
Lionel Malamed,G,175.26,68.04
Jeff Malone,G,193.04,92.99
Karl Malone*,F,205.74,113.4
Moses Malone*,F-C,208.28,97.52
Matt Maloney,G,190.5,87.09
Steve Malovic,F,208.28,104.33
Mike Maloy,F,200.66,97.52
Ted Manakas,G,187.96,81.65
John Mandic,F-C,193.04,92.99
Frank Mangiapane,G,177.8,88.45
Terance Mann,G-F,195.58,97.52
Danny Manning,F-C,208.28,104.33
Ed Manning,F,200.66,95.25
Guy Manning,F,198.12,88.45
Rich Manning,C,210.82,114.76
Pace Mannion,G,200.66,86.18
Nick Mantis,G,190.5,86.18
Pete Maravich*,G,195.58,89.36
Press Maravich,G,182.88,83.91
Devyn Marble,G-F,198.12,90.72
Roy Marble,G-F,198.12,86.18
Stephon Marbury,G,187.96,81.65
Šarūnas Marčiulionis*,G,195.58,90.72
Saul Mariaschin,G,180.34,74.84
Jack Marin,G-F,200.66,90.72
Shawn Marion,F,200.66,99.79
Boban Marjanović,C,223.52,131.54
Lauri Markkanen,F-C,213.36,108.86
Damir Markota,C,208.28,102.06
Sean Marks,F-C,208.28,113.4
Harvey Marlatt,G,190.5,83.91
Jim Marsh,F,200.66,97.52
Ricky Marsh,G,190.5,90.72
Donny Marshall,F,200.66,104.33
Donyell Marshall,F,205.74,98.88
Kendall Marshall,G,193.04,90.72
Rawle Marshall,G-F,205.74,86.18
Tom Marshall,G-F,193.04,97.52
Vester Marshall,F,200.66,90.72
Bill Martin,F,200.66,92.99
Bob Martin,C,213.36,113.4
Brian Martin,F,205.74,96.16
Caleb Martin,F,195.58,92.99
Cartier Martin,F,200.66,99.79
Cody Martin,G-F,195.58,92.99
Cuonzo Martin,G-F,195.58,96.62
Darrick Martin,G,180.34,77.11
Dino Martin,G,172.72,72.57
Don Martin,F-C,200.66,95.25
Fernando Martín,C,205.74,99.79
Jarell Martin,F,208.28,108.41
Jeff Martin,G,195.58,88.45
Jeremiah Martin,G,190.5,83.46
Kelan Martin,F,195.58,106.59
Kenyon Martin,F,205.74,106.14
Kevin Martin,G,200.66,90.26
LaRue Martin,C,210.82,94.35
Maurice Martin,G-F,198.12,90.72
Phil Martin,G,190.5,86.18
Slater Martin*,G,177.8,77.11
Whitey Martin,G,187.96,83.91
Jamal Mashburn,F,203.2,108.86
Al Masino,G,177.8,78.93
Anthony Mason,F,200.66,113.4
Desmond Mason,F,200.66,101.6
Frank Mason,G,180.34,86.18
Roger Mason,G,195.58,90.72
Tony Massenburg,F,205.74,99.79
Eddie Mast,F-C,205.74,99.79
Yante Maten,F,203.2,108.86
Garrison Mathews,G,195.58,97.52
Mangok Mathiang,F-C,208.28,104.33
Johnny Mathis,F,198.12,99.79
Wes Matthews,G,185.42,77.11
Wesley Matthews,G,193.04,99.79
Ariel Maughan,F,193.04,86.18
Marlon Maxey,F,203.2,113.4
Jason Maxiell,F,200.66,117.93
Cedric Maxwell,F,203.2,92.99
Vernon Maxwell,G,193.04,81.65
Don May,F,193.04,90.72
Scott May,F,200.66,97.52
Sean May,F,205.74,120.66
Lee Mayberry,G,185.42,78.02
Clyde Mayes,F,203.2,102.06
Tharon Mayes,G,190.5,79.38
Bill Mayfield,F,200.66,92.99
Ken Mayfield,G,187.96,83.91
Eric Maynor,G,190.5,79.38
O.J. Mayo,G,195.58,95.25
Travis Mays,G,187.96,86.18
Matt Mazza,F,190.5,95.25
Luc Mbah a Moute,F,203.2,104.33
Bob McAdoo*,F-C,205.74,95.25
James Michael McAdoo,F,205.74,104.33
Ken McBride,G-F,190.5,86.18
Tahjere McCall,G,195.58,88.45
Ray McCallum,G,190.5,86.18
Bob McCann,F,198.12,110.68
Brendan McCann,G,187.96,80.74
Mel McCants,F,203.2,108.86
Rashad McCants,G,193.04,93.89
Mike McCarron,G,180.34,81.65
Andre McCarter,G,190.5,86.18
Willie McCarter,G,190.5,79.38
Johnny McCarthy,G,185.42,83.91
Howie McCarty,G-F,187.96,86.18
Kelly McCarty,G-F,200.66,90.72
Walter McCarty,F,208.28,104.33
Amal McCaskill,F-C,210.82,106.59
Patrick McCaw,G,200.66,83.91
Dwayne McClain,G,198.12,83.91
Ted McClain,G,185.42,81.65
Dan McClintock,C,213.36,122.47
Jack McCloskey,G,187.96,86.18
George McCloud,G-F,198.12,92.99
CJ McCollum,G,190.5,89.36
John McConathy,F,195.58,88.45
Bucky McConnell,G,177.8,77.11
T.J. McConnell,G,185.42,86.18
Keith McCord,G,200.66,95.25
Tim McCormick,C,210.82,108.86
Jelani McCoy,C,208.28,111.13
Paul McCracken,G,193.04,81.65
Chris McCray,G,195.58,87.09
Rodney McCray,G-F,200.66,99.79
Scooter McCray,G-F,205.74,97.52
Erik McCree,F,200.66,99.34
Chris McCullough,F,210.82,90.72
John McCullough,G,193.04,86.18
Clint McDaniel,G,193.04,81.65
Xavier McDaniel,F,200.66,92.99
Jalen McDaniels,F,208.28,87.09
Jim McDaniels,F-C,210.82,103.42
K.J. McDaniels,G-F,198.12,92.99
Doug McDermott,F,200.66,102.06
Ben McDonald,F,203.2,95.25
Glenn McDonald,G-F,198.12,86.18
Michael McDonald,C,208.28,105.23
Roderick McDonald,F,198.12,92.99
Hank McDowell,F-C,205.74,97.52
Antonio McDyess,F-C,205.74,99.79
Jim McElroy,G,190.5,86.18
Patrick McFarland,G-F,195.58,83.91
Ivan McFarlin,F,203.2,108.86
Mel McGaha,G,185.42,86.18
Mitch McGary,F-C,208.28,115.67
JaVale McGee,C,213.36,122.47
Mike McGee,G-F,195.58,86.18
Bill McGill,F-C,205.74,102.06
George McGinnis*,F-C,203.2,106.59
Jon McGlocklin,G-F,195.58,92.99
Tracy McGrady*,G-F,203.2,95.25
Gil McGregor,F,203.2,108.86
Elton McGriff,C,205.74,102.06
Rodney McGruder,G,193.04,90.72
Alfred McGuire*,G-F,187.96,81.65
Allie McGuire,G,190.5,79.38
Dick McGuire*,G,182.88,81.65
Dominic McGuire,F,205.74,99.79
Kevin McHale*,F-C,208.28,95.25
Maurice McHartley,G-F,190.5,83.91
Jim McIlvaine,C,215.9,108.86
Jeff McInnis,G,193.04,86.18
Kenny McIntosh,F,200.66,102.06
Bob McIntyre,F,198.12,97.52
Jerry McKee,G,190.5,86.18
Kevin McKenna,G-F,195.58,88.45
Forrest McKenzie,F,200.66,90.72
Stan McKenzie,G-F,195.58,88.45
Derrick McKey,F-C,205.74,92.99
Aaron McKie,G,195.58,94.8
Billy McKinney,G,182.88,72.57
Bones McKinney,F-C,198.12,83.91
Carlton McKinney,G,193.04,86.18
